('therefore', 0.7574957056436525)
('concern', 0.7495319747842372)
('consider', 0.7484914578982783)
('understanding', 0.7438419702371398)
('fact', 0.7430005716962067)
('reason', 0.7424551373941228)
('way', 0.7412089536114281)
('sense', 0.7410891117462471)
('matter', 0.7409766488738719)
('understand', 0.7356417925840205)
('hence', 0.7351475505015129)
('extent', 0.7336658765579667)
('possibility', 0.7247444010900664)
('assume', 0.7239902998658931)
('need', 0.7195550685175272)
('depend', 0.7194041002626864)
('importance', 0.7135398770060818)
('purpose', 0.7112460795906272)
('lack', 0.7110543918649574)
('well', 0.7108634625321365)
('responsibility', 0.7101676954953858)
('kind', 0.7093724450349486)
('consideration', 0.7064737008253842)
('explain', 0.7043099484000416)
('meant', 0.7012359345626814)
('sufficient', 0.7002218560606711)
('one', 0.6994986009958837)
('determine', 0.6985200912818207)
('appropriate', 0.6967498083876368)
('individual', 0.6965815817589829)
('change', 0.6961611569636331)
('make', 0.6960669510864711)
('attention', 0.6956841951724748)
('basis', 0.6948570725280403)
('nothing', 0.6944536707018517)
('specific', 0.6937622578374809)
('potential', 0.6927201653459517)
('situation', 0.6920310155366232)
('knowledge', 0.6907941827769656)
('future', 0.6907790328609833)
('focus', 0.6899886028440761)
('doubt', 0.689668552980664)
('opportunity', 0.6864208236796625)
('result', 0.6843304957334919)
('affect', 0.6814964808601572)
('approach', 0.6809318395844981)
('mind', 0.6798098248435382)
('latter', 0.6795027632149538)
('idea', 0.6787862005279555)
('others', 0.6780171366845629)
